Quotazioni Fantacalcio Stagione 2025 26,,,,,,,,,,,,,FVM_Stagione_Precedente
ID_Giocatore,Ruolo,Nome_Giocatore,Squadra,FVM_Mercato,FVM_Stagione_Precedente,Differenza_FVM_Stagioni,FVM_Qt_Ratio,Quotazione_Attuale_Mercato,Quotazione_Iniziale_Mercato,Differenza_Prezzo_Mercato,FVM_Attuale,Partite_Giocate,Partite_Titolare,Minuti_Giocati,Partite_90_Minuti,Gol_Totali,Assist_Totali,Gol_Plus_Assist,Gol_Senza_Rigori,Rigori_Realizzati,Rigori_Tentati,Cartellini_Gialli,Cartellini_Rossi,Expected_Goals,Expected_Goals_Senza_Rigori,Expected_Assist,Expected_Goals_Plus_Assist,Progressioni_Con_Palla,Progressioni_Passaggi,Progressioni_Ricezioni
612,D,Bianchetti,Cremonese,4,,,1.000,4,3,1,4,,,,,,,,,,,,,,,,,,,
6883,D,Jean,Lecce,3,10,-7.0,1.000,3,3,0,3,19,16,1388,15.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,42,3
6977,D,Otoa,Genoa,3,5,-2.0,1.500,2,2,0,3,3,3,179,2.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0
6826,D,Dembelè A.,Torino,3,,,3.000,1,1,0,3,,,,,,,,,,,,,,,,,,,
6660,D,Marcandalli,Genoa,2,7,-5.0,0.500,4,3,1,2,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
6551,D,Ilic M.,Bologna,2,,,2.000,1,1,0,2,,,,,,,,,,,,,,,,,,,
7182,D,Ndaba,Lecce,2,,,2.000,1,1,0,2,,,,,,,,,,,,,,,,,,,
7170,D,Mbambi,Pisa,2,,,2.000,1,1,0,2,,,,,,,,,,,,,,,,,,,
7142,D,Esteves T.,Pisa,2,,,2.000,1,1,0,2,,,,,,,,,,,,,,,,,,,
7255,D,Britschgi,Parma,2,,,2.000,1,1,0,2,,,,,,,,,,,,,,,,,,,
7268,D,Rodriguez Ju.,Cagliari,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7222,D,Cham,Verona,1,,,0.500,2,1,1,1,,,,,,,,,,,,,,,,,,,
2847,D,Sernicola,Cremonese,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7164,D,Perez M.,Lecce,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7238,D,Kouadio,Fiorentina,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
