Quotazioni Fantacalcio Stagione 2025 26,,,,,,,,,,,,,FVM_Stagione_Precedente
ID_Giocatore,Ruolo,Nome_Giocatore,Squadra,FVM_Mercato,FVM_Stagione_Precedente,Differenza_FVM_Stagioni,FVM_Qt_Ratio,Quotazione_Attuale_Mercato,Quotazione_Iniziale_Mercato,Differenza_Prezzo_Mercato,FVM_Attuale
7138,C,Ordonez C.,Parma,15,,,2.000,6,6,0,12
6717,C,Konè I.,Sassuolo,15,,,2.000,6,7,-1,12
4890,C,Tameze,Torino,14,8,3.0,2.200,5,5,0,11
1976,C,Mazzitelli,Cagliari,12,,,2.200,5,5,0,11
7276,C,Cremaschi,Parma,10,,,2.000,5,5,0,10
6024,C,Sulemana I.,Bologna,11,7,3.0,2.500,4,4,0,10
5784,C,Aebischer,Pisa,14,13,1.0,3.500,4,4,0,14
6424,C,Prati,Cagliari,16,12,-1.0,2.750,4,3,1,11
4284,C,Sergi Roberto,Como,8,10,-2.0,2.000,4,4,0,8
27,C,Grassi,Cremonese,10,12,-3.0,2.250,4,4,0,9
6804,C,Richardson,Fiorentina,9,9,-1.0,2.000,4,4,0,8
5719,C,Asllani,Torino,9,24,-15.0,2.250,4,4,0,9
152,C,Zielinski,Inter,12,16,-4.0,3.000,4,4,0,12
5813,C,Miretti,Juventus,9,25,-16.0,2.250,4,5,-1,9
5992,C,Bondo,Cremonese,23,11,7.0,4.500,4,3,1,18
6246,C,Lipani,Sassuolo,11,,,2.000,4,4,0,8
6170,C,Gineitis,Torino,11,16,-5.0,2.750,4,5,-1,11
6481,C,Payero,Cremonese,10,15,-5.0,2.500,4,4,0,10
7028,C,Bernede,Verona,10,14,-4.0,2.500,4,4,0,10
2117,C,Kastanos,Verona,10,9,1.0,2.500,4,4,0,10
5610,C,Vranckx,Sassuolo,13,,,2.200,5,5,0,11
2528,C,Matic,Sassuolo,12,,,2.000,5,5,0,10
7010,C,Al-Musrati,Verona,11,,,1.800,5,5,0,9
6528,C,Sarmiento J.,Cremonese,8,,,2.000,4,4,0,8
6054,C,Moro N.,Bologna,7,12,-5.0,2.333,3,3,0,7
6980,C,Venturino,Genoa,10,1,9.0,3.333,3,3,0,10
6015,C,Berisha M.,Lecce,11,9,2.0,3.667,3,3,0,11
6222,C,Rafia,Lecce,7,10,-3.0,2.333,3,3,0,7
7150,C,Vural,Pisa,1,,,0.333,3,3,0,1
6593,C,Akinsanmiro,Pisa,13,,,4.333,3,3,0,13
6212,C,Zarraga,Udinese,7,9,-3.0,2.000,3,2,1,6
5540,C,Niasse,Verona,17,11,3.0,4.667,3,3,0,14
7208,C,Miller L.,Udinese,12,,,2.500,4,4,0,10
7246,C,Sala A.,Lecce,8,,,2.667,3,3,0,8
6294,C,Ndour,Fiorentina,17,12,2.0,7.000,2,2,0,14
5788,C,Sabiri,Fiorentina,4,,,2.000,2,2,0,4
6410,C,Kaba,Lecce,2,7,-5.0,1.000,2,1,1,2
5290,C,Estevez,Parma,3,8,-5.0,1.500,2,2,0,3
2334,C,Leris,Pisa,3,,,1.500,2,2,0,3
7177,C,Santiago,Verona,2,,,1.000,2,2,0,2
6538,C,Onana J.,Genoa,4,11,-7.0,2.000,2,2,0,4
7165,C,Liteta,Cagliari,8,,,6.000,1,1,0,6
5674,C,Basic,Lazio,1,1,0.0,1.000,1,1,0,1
6645,C,Marchwinski,Lecce,2,5,-3.0,2.000,1,1,0,2
7147,C,Hojholt,Pisa,2,,,2.000,1,1,0,2
7157,C,Iannoni,Sassuolo,7,,,7.000,1,1,0,7
2076,C,Rog,Cagliari,1,,,1.000,1,1,0,1
6677,C,Adzic,Juventus,1,3,-2.0,1.000,1,1,0,1
6005,C,Ilkhan,Torino,1,,,1.000,1,1,0,1
7223,C,Vergara,Napoli,1,,,1.000,1,1,0,1
5286,C,Akpa Akpro,Verona,2,6,-4.0,2.000,1,1,0,2
2764,A,Martinez L.,Inter,373,357,16.0,10.971,34,34,0,373
2097,A,Kean,Fiorentina,364,436,-72.0,11.742,31,33,-2,364
4871,A,Thuram,Inter,337,360,-23.0,10.871,31,29,2,337
2531,A,Lukaku,Napoli,120,427,-307.0,4.000,30,31,-1,120
4730,A,Lookman,Atalanta,123,391,-268.0,4.241,29,30,-1,123
5544,A,David,Juventus,266,,,9.852,27,27,0,266
2841,A,Vlahovic,Juventus,126,163,-37.0,4.846,26,24,2,126
309,A,Dybala,Roma,218,141,77.0,8.074,27,27,0,218
6434,A,Yildiz,Juventus,220,83,137.0,8.800,25,25,0,220
7008,A,Gimenez,Milan,113,130,-17.0,4.708,24,25,-1,113
6052,A,Hojlund,Napoli,186,,,7.750,24,24,0,186
4510,A,Leao,Milan,210,174,36.0,9.130,23,24,-1,210
6226,A,Castellanos,Lazio,198,192,6.0,9.000,22,21,1,198
6314,A,Openda,Juventus,147,,,6.682,22,22,0,147
5995,A,De Ketelaere,Atalanta,142,81,61.0,6.455,22,23,-1,142
5672,A,Dia,Lazio,102,89,13.0,4.857,21,20,1,102
531,A,Berardi,Sassuolo,144,,,6.857,21,21,0,144
2137,A,Scamacca,Atalanta,119,70,49.0,5.950,20,19,1,119
6572,A,Castro S.,Bologna,128,64,64.0,6.400,20,19,1,128
6435,A,Krstovic,Atalanta,148,107,41.0,7.400,20,20,0,148
5734,A,Soulè,Roma,153,,,7.286,21,21,0,153
6675,A,Dovbyk,Roma,70,260,-190.0,3.500,20,21,-1,70
4728,A,Nkunku,Milan,135,,,6.750,20,20,0,135
785,A,Immobile,Bologna,100,,,5.263,19,19,0,100
6365,A,Ferguson E.,Roma,162,,,8.526,19,19,0,162
608,A,Zapata D.,Torino,87,90,0.0,4.737,19,20,-1,90
7120,A,Lang,Napoli,47,,,2.474,19,20,-1,47
313,A,Morata,Como,75,,,4.333,18,18,0,78
4359,A,Piccoli,Fiorentina,77,85,-5.0,4.706,17,17,0,80
6967,A,Diao,Como,65,102,-42.0,3.529,17,18,-1,60
2038,A,Pinamonti,Sassuolo,79,85,-3.0,5.125,16,16,0,82
6552,A,Orban G.,Verona,46,,,3.067,15,15,0,46
2499,A,Vardy,Cremonese,55,,,3.667,15,15,0,55
647,A,Dzeko,Fiorentina,39,,,3.000,14,15,-1,42
6215,A,Lucca,Napoli,72,100,-28.0,5.538,13,14,-1,72
6060,A,Laurientè,Sassuolo,47,,,3.357,14,15,-1,47
7128,A,Kuhn,Como,38,,,2.357,14,15,-1,33
2489,A,Pedro,Lazio,35,57,-22.0,2.692,13,13,0,35
7023,A,Pellegrino M.,Parma,67,28,42.0,5.833,12,12,0,70
6646,A,Adams C.,Torino,54,73,-19.0,4.154,13,14,-1,54
5637,A,Davis K.,Udinese,47,14,36.0,4.167,12,11,1,50
7252,A,Stulic,Lecce,31,,,2.385,13,13,0,31
5297,A,Luvumbo,Cagliari,18,17,1.0,1.500,12,12,0,18
5336,A,Nzola,Pisa,25,,,2.333,12,12,0,28
441,A,Belotti,Cagliari,20,,,2.000,11,11,0,22
4436,A,Cambiaghi,Bologna,25,23,2.0,2.273,11,11,0,25
2155,A,Cutrone,Parma,21,26,-2.0,2.182,11,10,1,24
4923,A,Colombo,Genoa,38,15,26.0,4.100,10,11,-1,41
6164,A,Vitinha O.,Genoa,15,22,-4.0,1.800,10,11,-1,18
6519,A,Camarda,Lecce,19,6,16.0,2.000,11,12,-1,22
6643,A,Dallinga,Bologna,10,31,-18.0,1.300,10,10,0,13
7017,A,Douvikas,Como,27,26,4.0,3.750,8,7,1,30
5512,A,De Luca,Cremonese,5,,,0.625,8,7,1,5
7249,A,Buksa,Udinese,31,,,3.444,9,9,0,31
5918,A,Sulemana K.,Atalanta,20,,,2.500,8,9,-1,20
6895,A,Dominguez B.,Bologna,20,17,0.0,2.125,8,9,-1,17
2061,A,Simeone,Torino,24,7,20.0,3.857,7,7,0,27
5471,A,Djuric,Parma,11,18,-4.0,2.000,7,8,-1,14
6145,A,Ngonge,Torino,20,9,11.0,2.500,8,9,-1,20
479,A,Sanabria,Cremonese,32,10,25.0,5.000,7,6,1,35
7183,A,Aboukhlal,Torino,15,,,1.875,8,9,-1,15
4463,A,Esposito Se.,Cagliari,66,43,23.0,9.429,7,7,0,66
6669,A,Bonny,Inter,34,46,-9.0,5.286,7,5,2,37
7071,A,Esposito F.P.,Inter,13,,,2.286,7,7,0,16
6159,A,Sarr A.,Verona,21,20,1.0,3.000,7,8,-1,21
6630,A,Mosquera,Verona,14,13,1.0,2.000,7,6,1,14
7127,A,Addai,Como,19,,,2.667,6,7,-1,16
7129,A,Rodriguez Je.,Como,21,,,3.000,6,5,1,18
5496,A,Johnsen,Cremonese,12,,,2.000,6,7,-1,12
5515,A,Okereke,Cremonese,3,,,0.500,6,5,1,3
6556,A,Noslin,Lazio,9,10,-1.0,1.500,6,7,-1,9
5455,A,Moreo,Pisa,13,,,2.167,6,5,1,13
6653,A,Bravo,Udinese,21,11,10.0,3.500,6,6,0,21
7199,A,Kilicsoy,Cagliari,14,,,2.333,6,6,0,14
7213,A,Frigan,Parma,7,,,1.167,6,6,0,7
6555,A,Moumbagna,Cremonese,16,,,2.667,6,6,0,16
6243,A,Borrelli,Cagliari,10,,,3.000,4,4,0,12
6001,A,Banda,Lecce,13,9,1.0,2.000,5,5,0,10
6207,A,Almqvist,Parma,16,10,3.0,2.600,5,4,1,13
5500,A,Cancellieri,Lazio,16,12,1.0,3.250,4,3,1,13
7001,A,N'Dri,Lecce,8,7,1.0,2.000,4,5,-1,8
1842,A,Pierini,Sassuolo,9,,,2.250,4,5,-1,9
7161,A,Bayo V.,Udinese,12,,,3.000,4,4,0,12
6439,A,Cheddira,Sassuolo,8,,,2.000,4,4,0,8
505,A,Bonazzoli,Cremonese,19,,,6.333,3,1,2,19
7162,A,Giovane,Verona,20,,,6.667,3,1,2,20
5506,A,Ekuban,Genoa,5,12,-7.0,2.500,2,2,0,5
6836,A,Meister,Pisa,10,,,6.500,2,2,0,13
247,A,Pavoletti,Cagliari,3,14,-11.0,3.000,1,1,0,3
6822,A,Ekhator,Genoa,3,8,-5.0,3.000,1,1,0,3
2012,A,Milik,Juventus,3,3,2.0,5.000,1,1,0,5
6667,A,Benedyczak,Parma,13,5,8.0,13.000,1,1,0,13
7171,A,Buffon L.,Pisa,1,,,1.000,1,1,0,1
7158,A,Moro L.,Sassuolo,1,,,1.000,1,1,0,1
7159,A,Skjellerup,Sassuolo,1,,,1.000,1,1,0,1
6827,A,Njie,Torino,1,6,-5.0,1.000,1,1,0,1
7264,A,Ambrosino,Napoli,1,,,1.000,1,1,0,1
7272,A,Gueye,Udinese,1,,,1.000,1,1,0,1
